id,breed_primary,age,sex,size,env_children,env_dogs,env_cats,contact_state
45137932,Redbone Coonhound,Adult,Female,Medium,NA,NA,NA,NC
45137326,Hound,Adult,Male,Medium,FALSE,NA,NA,NC
45132724,Boxer,Young,Male,Medium,TRUE,TRUE,NA,NC
45132223,Labrador Retriever,Young,Male,Medium,NA,NA,NA,NC
45132085,Retriever,Young,Female,Medium,NA,NA,NA,NC
45132006,Hound,Young,Female,Medium,NA,NA,NA,NC
45131738,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,TRUE,NC
45131354,Pointer,Young,Male,Large,NA,NA,NA,NC
45131265,Australian Shepherd,Young,Female,Medium,NA,NA,NA,NC
45131195,Boxer,Adult,Female,Medium,NA,NA,NA,NC
45131147,Beagle,Senior,Female,Small,TRUE,TRUE,TRUE,NC
45131134,Beagle,Senior,Male,Small,TRUE,TRUE,TRUE,NC
45131128,Black Labrador Retriever,Young,Male,Large,TRUE,TRUE,NA,NC
45126391,German Shepherd Dog,Young,Female,Medium,NA,FALSE,FALSE,NC
45125220,Pit Bull Terrier,Young,Male,Medium,NA,TRUE,NA,NC
45124311,Shepherd,Adult,Male,Medium,TRUE,TRUE,NA,SC
45119025,German Shepherd Dog,Young,Female,Medium,TRUE,TRUE,TRUE,NC
45115160,Labrador Retriever,Adult,Male,Medium,TRUE,TRUE,NA,NC
45114020,Greyhound,Adult,Male,Large,TRUE,TRUE,NA,NC
45113804,Greyhound,Adult,Female,Large,TRUE,TRUE,NA,NC
45113552,Greyhound,Adult,Female,Large,TRUE,TRUE,NA,NC
45113560,Whippet,Adult,Female,Medium,TRUE,TRUE,FALSE,NC
45113411,Greyhound,Adult,Female,Large,TRUE,TRUE,NA,NC
45113303,Greyhound,Adult,Male,Large,FALSE,TRUE,NA,NC
45113174,Greyhound,Adult,Male,Large,TRUE,TRUE,NA,NC
45112678,Greyhound,Adult,Male,Large,TRUE,TRUE,NA,NC
45112606,Greyhound,Adult,Male,Large,TRUE,TRUE,NA,NC
45112555,Greyhound,Adult,Female,Large,TRUE,TRUE,NA,NC
45107798,Beagle,Senior,Male,Medium,TRUE,TRUE,NA,NC
45107309,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,NA,NC
45095303,Beagle,Adult,Female,Small,TRUE,TRUE,TRUE,NC
45107259,Pit Bull Terrier,Adult,Male,Large,NA,NA,FALSE,NC
45106784,Boxer,Young,Female,Medium,NA,TRUE,NA,NC
45104641,Labrador Retriever,Young,Female,Large,NA,NA,NA,NC
45104638,Terrier,Young,Female,Medium,NA,NA,NA,NC
45103256,Rat Terrier,Young,Male,Small,NA,TRUE,NA,NC
45096482,Pointer,Adult,Male,Medium,NA,TRUE,NA,NC
45096263,Coonhound,Adult,Female,Medium,TRUE,TRUE,FALSE,NC
45095775,Beagle,Adult,Male,Small,TRUE,TRUE,TRUE,NC
45095523,Chihuahua,Adult,Female,Small,NA,NA,NA,NC
45093043,Labrador Retriever,Adult,Male,Large,FALSE,FALSE,FALSE,NC
45086404,Pit Bull Terrier,Baby,Female,Medium,TRUE,NA,NA,NC
45086002,Shepherd,Young,Female,Large,TRUE,TRUE,NA,NC
45081581,American Bulldog,Adult,Male,Medium,TRUE,TRUE,NA,NC
45078667,Terrier,Adult,Female,Medium,FALSE,TRUE,NA,NC
45077885,Hound,Adult,Female,Medium,NA,TRUE,NA,NC
45077862,Hound,Adult,Female,Medium,TRUE,TRUE,NA,NC
45077844,Pit Bull Terrier,Adult,Male,Medium,TRUE,TRUE,NA,NC
45077471,Labrador Retriever,Young,Female,Medium,TRUE,TRUE,NA,NC
45077381,Labrador Retriever,Adult,Male,Large,TRUE,FALSE,TRUE,NC
45077271,Dalmatian,Adult,Female,Large,TRUE,TRUE,FALSE,SC
45077241,Beagle,Young,Male,Medium,TRUE,TRUE,NA,SC
45072814,American Staffordshire Terrier,Adult,Male,Medium,TRUE,TRUE,FALSE,NC
45070504,Cairn Terrier,Adult,Male,Small,NA,TRUE,TRUE,NC
45065031,Hound,Young,Male,Medium,NA,NA,NA,NC
45064991,American Staffordshire Terrier,Young,Male,Medium,TRUE,TRUE,NA,NC
45063335,Hound,Baby,Female,Medium,TRUE,TRUE,NA,NC
45060455,Beagle,Young,Female,Medium,TRUE,TRUE,NA,SC
45058594,Australian Cattle Dog / Blue Heeler,Young,Male,Medium,TRUE,TRUE,NA,NC
45058368,Pit Bull Terrier,Young,Female,Large,TRUE,TRUE,FALSE,NC
45047173,Labrador Retriever,Baby,Female,Medium,NA,NA,NA,NC
45047174,Rottweiler,Adult,Female,Medium,NA,NA,NA,NC
45043927,German Shepherd Dog,Adult,Male,Large,TRUE,TRUE,TRUE,NC
45041672,Beagle,Adult,Male,Small,TRUE,TRUE,NA,NC
45031090,Treeing Walker Coonhound,Adult,Male,Medium,TRUE,TRUE,NA,NC
45029499,Boxer,Adult,Female,Medium,TRUE,TRUE,FALSE,NC
45026319,Rat Terrier,Adult,Male,Small,TRUE,NA,NA,NC
45024922,German Shepherd Dog,Adult,Female,Medium,TRUE,TRUE,FALSE,NC
45023710,Pug,Senior,Male,Small,TRUE,TRUE,TRUE,NC
45023697,Beagle,Senior,Female,Small,TRUE,TRUE,TRUE,NC
45023588,Terrier,Adult,Female,Small,NA,TRUE,NA,NC
45022570,Labrador Retriever,Senior,Female,Extra Large,NA,TRUE,NA,NC
45022227,Pug,Adult,Male,Medium,NA,TRUE,NA,NC
45022092,Yellow Labrador Retriever,Senior,Female,Large,TRUE,TRUE,NA,NC
45022043,Shepherd,Adult,Male,Medium,TRUE,TRUE,TRUE,NC
45010839,German Shepherd Dog,Young,Male,Medium,TRUE,TRUE,NA,NC
45009639,Terrier,Adult,Female,Small,NA,TRUE,NA,NC
45006014,Labrador Retriever,Young,Male,Medium,NA,NA,NA,NC
45002552,Bull Terrier,Adult,Female,Medium,TRUE,FALSE,FALSE,NC
45001254,Bull Terrier,Adult,Male,Medium,TRUE,FALSE,FALSE,SC
44999906,Poodle,Senior,Male,Small,NA,NA,NA,NC
44999657,German Shepherd Dog,Young,Female,Medium,TRUE,TRUE,FALSE,NC
44997895,Mixed Breed,Young,Female,Medium,TRUE,TRUE,NA,NC
44997516,Australian Shepherd,Young,Male,Medium,TRUE,TRUE,TRUE,NC
44996725,Basset Hound,Senior,Male,Medium,NA,TRUE,NA,NC
44994338,Terrier,Young,Female,Medium,TRUE,NA,NA,NC
44990402,Hound,Adult,Male,Medium,NA,NA,NA,SC
44987875,Chihuahua,Adult,Male,Small,TRUE,TRUE,NA,NC
44987417,American Bulldog,Adult,Female,Large,TRUE,TRUE,NA,NC
44979517,Terrier,Adult,Male,Large,FALSE,NA,FALSE,NC
44979516,Hound,Adult,Male,Large,NA,NA,FALSE,NC
44977441,Boxer,Baby,Male,Medium,TRUE,TRUE,NA,NC
44971122,Boston Terrier,Adult,Male,Small,NA,TRUE,NA,NC
44953267,Mixed Breed,Adult,Female,Large,NA,TRUE,NA,NC
44952403,Labrador Retriever,Baby,Female,Medium,TRUE,TRUE,TRUE,NC
44952295,Chihuahua,Adult,Male,Small,NA,NA,NA,NC
44945187,Boxer,Adult,Female,Medium,NA,NA,NA,NC
44945027,Terrier,Adult,Female,Medium,NA,NA,NA,NC
44944970,Boxer,Adult,Male,Medium,NA,NA,NA,NC
44944640,Labrador Retriever,Adult,Female,Medium,TRUE,TRUE,TRUE,NC
44943659,Pit Bull Terrier,Young,Female,Medium,NA,FALSE,NA,NC
44932400,Black Labrador Retriever,Adult,Female,Medium,TRUE,FALSE,NA,SC
44932290,Boxer,Baby,Female,Medium,TRUE,TRUE,TRUE,NC
44927539,Hound,Adult,Male,Medium,TRUE,NA,NA,NC
44927412,Pit Bull Terrier,Young,Male,Medium,TRUE,TRUE,TRUE,NC
44922696,Brittany Spaniel,Adult,Female,Medium,NA,NA,NA,NC
44918969,Black Labrador Retriever,Senior,Male,Medium,NA,NA,NA,NC
44915516,Chihuahua,Adult,Female,Small,FALSE,TRUE,NA,NC
44915511,Yorkshire Terrier,Adult,Female,Small,TRUE,TRUE,TRUE,NC
44915500,Chihuahua,Adult,Female,Small,FALSE,TRUE,TRUE,NC
44911593,Bluetick Coonhound,Adult,Female,Medium,NA,TRUE,NA,NC
44907107,Pekingese,Adult,Male,Small,NA,TRUE,NA,NC
44906023,Shetland Sheepdog / Sheltie,Adult,Male,Medium,FALSE,TRUE,NA,NC
44906018,Shetland Sheepdog / Sheltie,Adult,Male,Medium,FALSE,TRUE,NA,NC
44906001,Shetland Sheepdog / Sheltie,Adult,Female,Medium,FALSE,TRUE,NA,NC
44896159,Labrador Retriever,Young,Male,Medium,NA,NA,NA,NC
44887913,Labrador Retriever,Baby,Male,Medium,TRUE,TRUE,TRUE,NC
44887507,Corgi,Adult,Male,Medium,NA,NA,NA,SC
44886901,Miniature Pinscher,Adult,Female,Small,TRUE,TRUE,FALSE,SC
44883862,Labrador Retriever,Adult,Male,Large,NA,NA,NA,NC
44883883,Pit Bull Terrier,Young,Female,Small,NA,NA,NA,NC
44883861,Great Dane,Adult,Male,Extra Large,NA,NA,NA,NC
44880116,Greyhound,Adult,Male,Large,TRUE,TRUE,NA,NC
44876251,Siberian Husky,Young,Male,Medium,NA,TRUE,NA,VA
44874630,Feist,Adult,Female,Small,TRUE,TRUE,NA,NC
44873994,Treeing Walker Coonhound,Young,Female,Medium,TRUE,TRUE,TRUE,NC
44871616,Mixed Breed,Adult,Male,Large,NA,NA,NA,SC
44871617,Mixed Breed,Adult,Female,Large,NA,NA,NA,SC
44871615,Mixed Breed,Adult,Male,Medium,NA,NA,NA,SC
44871605,Mixed Breed,Adult,Male,Medium,NA,NA,NA,SC
44871607,Mixed Breed,Adult,Male,Medium,NA,NA,NA,SC
44871613,Mixed Breed,Adult,Female,Medium,NA,NA,NA,SC
44871608,Mixed Breed,Adult,Male,Medium,NA,NA,NA,SC
44869240,Labrador Retriever,Adult,Female,Large,TRUE,TRUE,TRUE,NC
44867901,Hound,Young,Female,Large,FALSE,TRUE,TRUE,NC
44862307,Catahoula Leopard Dog,Young,Female,Large,NA,TRUE,NA,NC
44862286,Pug,Adult,Male,Small,TRUE,TRUE,NA,NC
44854965,Boxer,Adult,Female,Large,TRUE,TRUE,FALSE,NC
44854197,German Shepherd Dog,Adult,Female,Large,NA,NA,NA,NC
44852681,Pit Bull Terrier,Young,Male,Medium,TRUE,TRUE,NA,NC
44849776,Pit Bull Terrier,Young,Male,Medium,TRUE,TRUE,FALSE,NC
44848862,Boxer,Adult,Female,Medium,NA,NA,NA,NC
44845781,Pit Bull Terrier,Young,Male,Large,TRUE,TRUE,FALSE,NC
44845596,Boxer,Adult,Male,Medium,NA,TRUE,NA,NC
44844118,Pit Bull Terrier,Young,Female,Medium,TRUE,TRUE,NA,NC
44843299,Hound,Adult,Male,Large,NA,NA,NA,NC
44842382,Shepherd,Young,Male,Medium,NA,NA,NA,NC
44842378,Pomeranian,Adult,Male,Small,FALSE,TRUE,NA,NC
44837078,Labrador Retriever,Adult,Male,Medium,TRUE,TRUE,NA,NC
44827787,Cattle Dog,Adult,Male,Medium,TRUE,TRUE,NA,NC
44823263,Pit Bull Terrier,Young,Female,Medium,TRUE,TRUE,NA,NC
44818038,Chihuahua,Adult,Male,Small,NA,TRUE,FALSE,NC
44814569,Staffordshire Bull Terrier,Adult,Female,Medium,FALSE,FALSE,FALSE,NC
44814570,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,NC
44814573,Hound,Senior,Female,Medium,FALSE,NA,FALSE,NC
44814594,Pit Bull Terrier,Adult,Female,Large,NA,NA,FALSE,NC
44813370,Boxer,Adult,Male,Large,NA,NA,NA,NC
44813313,Shepherd,Adult,Male,Large,NA,NA,NA,NC
44813282,Hound,Adult,Male,Large,NA,NA,NA,NC
44812808,Yellow Labrador Retriever,Baby,Male,Medium,NA,TRUE,NA,NC
44812685,Chihuahua,Adult,Male,Small,TRUE,TRUE,NA,NC
44805928,Labrador Retriever,Young,Male,Large,TRUE,FALSE,NA,NC
44805862,Pit Bull Terrier,Baby,Male,Large,TRUE,TRUE,TRUE,NC
44805854,Pit Bull Terrier,Baby,Female,Large,TRUE,TRUE,TRUE,NC
44805844,Pit Bull Terrier,Baby,Male,Large,TRUE,TRUE,TRUE,NC
44805839,Pit Bull Terrier,Baby,Male,Large,TRUE,TRUE,TRUE,NC
44803981,Pit Bull Terrier,Adult,Male,Large,TRUE,FALSE,FALSE,NC
44803542,American Staffordshire Terrier,Adult,Female,Medium,TRUE,TRUE,NA,NC
44803497,Boxer,Adult,Female,Medium,TRUE,TRUE,NA,NC
44803494,Whippet,Young,Female,Medium,TRUE,TRUE,NA,NC
44803489,Cattle Dog,Adult,Male,Large,TRUE,TRUE,FALSE,NC
44803483,American Bulldog,Adult,Male,Medium,TRUE,TRUE,NA,NC
44803469,Chihuahua,Adult,Female,Small,TRUE,NA,NA,NC
44803462,Beagle,Adult,Male,Medium,TRUE,TRUE,TRUE,NC
44803455,Boxer,Adult,Male,Medium,TRUE,TRUE,NA,NC
44797784,Pit Bull Terrier,Young,Female,Large,NA,NA,NA,NC
44797017,Shepherd,Adult,Male,Large,TRUE,FALSE,FALSE,SC
44788765,Belgian Shepherd / Malinois,Young,Male,Large,NA,NA,NA,NC
44780484,Greater Swiss Mountain Dog,Adult,Female,Medium,TRUE,TRUE,TRUE,SC
44779954,Japanese Chin,Adult,Female,Small,NA,TRUE,NA,NC
44779300,Pit Bull Terrier,Adult,Male,Medium,NA,TRUE,NA,NC
44776394,Great Dane,Senior,Male,Extra Large,NA,NA,NA,NC
44775684,Bull Terrier,Adult,Female,Medium,FALSE,TRUE,TRUE,NC
44770314,Spaniel,Adult,Male,Medium,NA,FALSE,NA,NC
44768690,Hound,Baby,Male,Medium,NA,NA,NA,NC
44765505,Pit Bull Terrier,Young,Male,Medium,NA,NA,NA,NC
44764241,Labrador Retriever,Young,Male,Medium,TRUE,TRUE,NA,SC
44763728,Pit Bull Terrier,Young,Female,Medium,FALSE,TRUE,FALSE,NC
44762687,Chihuahua,Adult,Female,Small,TRUE,FALSE,TRUE,NC
44762601,Shepherd,Adult,Male,Medium,TRUE,TRUE,NA,NC
44762581,Labrador Retriever,Adult,Male,Medium,TRUE,TRUE,NA,NC
44762144,Labrador Retriever,Young,Male,Large,TRUE,TRUE,NA,NC
44756694,American Bulldog,Adult,Male,Medium,TRUE,TRUE,NA,SC
44754760,Labrador Retriever,Adult,Male,Medium,NA,NA,NA,SC
44751488,Rottweiler,Adult,Female,Medium,NA,NA,NA,NC
44751489,Rottweiler,Adult,Female,Medium,NA,NA,NA,NC
44751494,Rottweiler,Adult,Female,Medium,NA,NA,NA,NC
44748148,American Staffordshire Terrier,Adult,Female,Medium,NA,NA,NA,NC
44747024,Dachshund,Young,Female,Small,NA,NA,NA,NC
44745997,Great Dane,Adult,Female,Extra Large,NA,FALSE,NA,NC
44743416,Pit Bull Terrier,Adult,Male,Large,TRUE,TRUE,FALSE,NC
44742504,Jack Russell Terrier,Young,Male,Small,TRUE,TRUE,NA,NC
44739427,Boxer,Senior,Male,Large,TRUE,TRUE,NA,NC
44738174,Yellow Labrador Retriever,Senior,Female,Medium,NA,TRUE,NA,NC
44732276,Pit Bull Terrier,Adult,Female,Large,TRUE,TRUE,NA,NC
44729636,Boxer,Young,Female,Medium,NA,NA,NA,NC
44721865,Pit Bull Terrier,Senior,Female,Large,TRUE,NA,FALSE,NC
44719156,Boxer,Baby,Male,Medium,TRUE,TRUE,NA,NC
44718778,Hound,Adult,Male,Medium,TRUE,TRUE,FALSE,SC
44713766,Labrador Retriever,Young,Male,Medium,TRUE,TRUE,NA,NC
44712548,Chihuahua,Senior,Male,Small,FALSE,TRUE,TRUE,NC
44706983,Chihuahua,Adult,Female,Small,NA,TRUE,NA,NC
44704905,Boxer,Senior,Female,Medium,TRUE,TRUE,FALSE,NC
44703534,Cairn Terrier,Young,Female,Small,TRUE,TRUE,NA,NC
44700242,American Staffordshire Terrier,Adult,Male,Medium,TRUE,NA,NA,SC
44700163,German Shepherd Dog,Young,Female,Medium,TRUE,TRUE,TRUE,NC
44698175,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,FALSE,NC
44696010,Plott Hound,Young,Female,Large,NA,TRUE,NA,NC
44696005,Labrador Retriever,Young,Male,Large,NA,TRUE,NA,NC
44690724,Feist,Young,Female,Medium,TRUE,TRUE,NA,NC
44688718,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,FALSE,NC
44687597,German Shepherd Dog,Adult,Female,Large,TRUE,TRUE,NA,NC
44687494,Rhodesian Ridgeback,Young,Female,Large,TRUE,TRUE,FALSE,NC
44682704,Beagle,Young,Female,Small,NA,NA,NA,NC
44682119,Hound,Adult,Female,Medium,NA,NA,NA,SC
44679528,Australian Shepherd,Adult,Male,Large,FALSE,NA,NA,NC
44679083,Shepherd,Baby,Male,Medium,TRUE,TRUE,TRUE,SC
44678642,Black Labrador Retriever,Adult,Male,Large,TRUE,TRUE,TRUE,SC
44675925,Hound,Adult,Female,Medium,NA,TRUE,NA,NC
44673696,German Shepherd Dog,Senior,Female,Medium,TRUE,TRUE,TRUE,NC
44672603,Labrador Retriever,Senior,Male,Medium,TRUE,TRUE,TRUE,NC
44664088,Labrador Retriever,Adult,Male,Large,TRUE,TRUE,NA,NC
44664046,German Shepherd Dog,Adult,Female,Large,TRUE,FALSE,FALSE,VA
44659172,Great Pyrenees,Young,Male,Extra Large,NA,NA,FALSE,NC
44657314,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,TRUE,NC
44656216,Coonhound,Adult,Male,Large,TRUE,TRUE,NA,SC
44655525,American Staffordshire Terrier,Young,Male,Large,NA,TRUE,NA,NC
44654556,Miniature Pinscher,Adult,Female,Medium,NA,NA,NA,NC
44649008,Husky,Adult,Female,Medium,FALSE,FALSE,FALSE,NC
44647801,Pit Bull Terrier,Adult,Male,Medium,NA,NA,NA,NC
44644576,Pit Bull Terrier,Young,Male,Medium,TRUE,TRUE,FALSE,NC
44639547,Pit Bull Terrier,Young,Female,Medium,TRUE,TRUE,NA,NC
44633394,Cavalier King Charles Spaniel,Senior,Female,Small,NA,NA,TRUE,NC
44630453,Black Labrador Retriever,Adult,Male,Large,NA,NA,NA,NC
44629249,Pit Bull Terrier,Young,Female,Medium,TRUE,TRUE,FALSE,SC
44627430,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,FALSE,NC
44625781,Treeing Walker Coonhound,Young,Female,Medium,TRUE,TRUE,NA,NC
44623707,Hound,Young,Female,Medium,TRUE,TRUE,FALSE,NC
44622525,Labrador Retriever,Baby,Male,Medium,TRUE,TRUE,TRUE,NC
44622523,Labrador Retriever,Baby,Female,Medium,TRUE,TRUE,TRUE,NC
44609623,Dachshund,Baby,Male,Small,FALSE,TRUE,NA,SC
44607585,Spaniel,Young,Male,Small,NA,TRUE,NA,NC
44602682,Dachshund,Adult,Male,Small,FALSE,TRUE,NA,SC
44600169,Boxer,Adult,Male,Large,NA,NA,NA,NC
44590806,German Shepherd Dog,Young,Male,Medium,TRUE,TRUE,TRUE,NC
44587531,Spaniel,Adult,Male,Medium,TRUE,TRUE,NA,NC
44584832,German Shepherd Dog,Young,Female,Large,FALSE,TRUE,NA,NC
44583653,Rottweiler,Adult,Male,Large,TRUE,NA,FALSE,NC
44577993,American Staffordshire Terrier,Young,Male,Medium,TRUE,TRUE,NA,NC
44577981,Shepherd,Young,Male,Medium,TRUE,TRUE,NA,NC
44576753,Mixed Breed,Adult,Male,Medium,NA,NA,NA,NC
44575654,Feist,Adult,Female,Small,NA,TRUE,NA,NC
44572411,Boxer,Senior,Female,Medium,TRUE,TRUE,NA,SC
44572400,Catahoula Leopard Dog,Adult,Female,Medium,TRUE,TRUE,NA,SC
44569156,Beagle,Adult,Male,Medium,TRUE,TRUE,TRUE,SC
44562096,Beagle,Senior,Male,Medium,TRUE,TRUE,NA,NC
44558969,German Shepherd Dog,Young,Male,Large,FALSE,TRUE,TRUE,NC
44557039,Shepherd,Adult,Female,Medium,TRUE,TRUE,NA,SC
44551767,Shepherd,Adult,Male,Medium,TRUE,TRUE,NA,NC
44545840,Rat Terrier,Adult,Female,Small,NA,TRUE,FALSE,NC
44545541,Labrador Retriever,Young,Male,Medium,TRUE,TRUE,FALSE,NC
44539109,Mixed Breed,Young,Male,Medium,NA,NA,NA,NC
44532689,Chihuahua,Adult,Female,Small,NA,NA,NA,NC
44527182,Brittany Spaniel,Adult,Male,Medium,NA,NA,NA,NC
43312413,American Staffordshire Terrier,Adult,Male,Medium,TRUE,TRUE,NA,NC
44522807,Jack Russell Terrier,Senior,Male,Small,TRUE,TRUE,NA,NC
44509976,Labrador Retriever,Young,Female,Medium,TRUE,TRUE,NA,NC
44507548,Pit Bull Terrier,Adult,Male,Medium,TRUE,TRUE,NA,NC
44500285,German Shepherd Dog,Adult,Female,Large,TRUE,TRUE,NA,NC
44498198,Shepherd,Adult,Male,Large,FALSE,NA,NA,NC
44487445,Great Dane,Young,Male,Large,NA,TRUE,NA,NC
44487203,Husky,Adult,Female,Medium,TRUE,TRUE,NA,NC
44483432,Mixed Breed,Young,Female,Medium,NA,NA,NA,NC
44482808,Terrier,Adult,Male,Medium,NA,NA,NA,NC
44482284,American Staffordshire Terrier,Adult,Male,Medium,TRUE,TRUE,NA,NC
44479338,Hound,Young,Male,Medium,NA,TRUE,NA,NC
44479117,American Staffordshire Terrier,Adult,Male,Medium,NA,NA,NA,NC
44477305,Pit Bull Terrier,Adult,Female,Medium,TRUE,NA,FALSE,NC
44477158,Hound,Adult,Female,Large,FALSE,TRUE,TRUE,NC
44477062,Labrador Retriever,Young,Male,Medium,NA,NA,NA,NC
44477020,Husky,Young,Female,Medium,NA,NA,NA,NC
44476775,Boxer,Adult,Male,Large,NA,NA,FALSE,NC
44464264,Beagle,Adult,Female,Small,TRUE,TRUE,TRUE,NC
44447269,American Staffordshire Terrier,Adult,Male,Medium,NA,NA,NA,SC
44446812,Plott Hound,Young,Female,Medium,NA,TRUE,NA,NC
44446580,Labrador Retriever,Young,Female,Medium,TRUE,TRUE,NA,NC
44437165,American Staffordshire Terrier,Adult,Male,Large,NA,TRUE,FALSE,NC
44434822,Boxer,Adult,Male,Medium,TRUE,TRUE,TRUE,NC
44431730,Pit Bull Terrier,Adult,Female,Medium,FALSE,FALSE,FALSE,NC
44431703,Husky,Young,Female,Medium,NA,TRUE,NA,NC
44430613,Labrador Retriever,Adult,Male,Medium,TRUE,TRUE,NA,SC
44429540,Shepherd,Adult,Female,Medium,NA,NA,NA,NC
44429482,Carolina Dog,Adult,Female,Medium,TRUE,TRUE,NA,NC
44429454,Pit Bull Terrier,Adult,Female,Medium,NA,NA,NA,NC
44427786,Hound,Adult,Female,Medium,NA,NA,NA,NC
44427147,German Shepherd Dog,Adult,Female,Medium,NA,NA,FALSE,NC
44421265,Pit Bull Terrier,Young,Female,Medium,NA,TRUE,NA,NC
44419773,Shepherd,Baby,Male,Medium,NA,TRUE,NA,NC
44413300,Terrier,Baby,Male,Medium,FALSE,NA,NA,NC
44410337,Boxer,Young,Male,Large,NA,NA,NA,NC
44408292,German Shepherd Dog,Young,Male,Large,FALSE,TRUE,NA,NC
44404658,American Staffordshire Terrier,Adult,Female,Medium,NA,TRUE,NA,NC
44386929,Pit Bull Terrier,Young,Female,Medium,TRUE,TRUE,NA,NC
44386487,Hound,Adult,Female,Medium,TRUE,TRUE,NA,NC
44383059,American Staffordshire Terrier,Adult,Female,Medium,NA,TRUE,NA,NC
44373144,Weimaraner,Senior,Male,Large,TRUE,TRUE,TRUE,NC
44372992,Boxer,Adult,Female,Medium,TRUE,FALSE,FALSE,NC
44371925,Border Collie,Adult,Male,Medium,NA,NA,NA,NC
44363996,Boxer,Young,Female,Medium,NA,NA,NA,NC
44363909,Pit Bull Terrier,Young,Male,Medium,TRUE,TRUE,TRUE,NC
44360626,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,NA,NC
44359462,Hound,Senior,Male,Medium,NA,TRUE,NA,NC
44358386,Pit Bull Terrier,Young,Female,Medium,TRUE,TRUE,NA,NC
44349910,Vizsla,Adult,Male,Large,TRUE,FALSE,FALSE,NC
44337691,Spitz,Young,Male,Medium,NA,NA,NA,NC
44333802,Parson Russell Terrier,Adult,Male,Small,NA,TRUE,NA,NC
44325565,Mixed Breed,Adult,Male,Medium,NA,NA,NA,SC
44320176,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,TRUE,NC
44315118,Dachshund,Young,Male,Small,TRUE,TRUE,NA,NC
44310357,Hound,Young,Male,Large,TRUE,TRUE,NA,NC
44307199,Chihuahua,Adult,Female,Small,NA,TRUE,NA,NC
44305184,Standard Poodle,Young,Male,Small,TRUE,TRUE,TRUE,NC
44300876,Pit Bull Terrier,Young,Female,Medium,NA,NA,NA,NC
44300869,Pit Bull Terrier,Young,Male,Medium,TRUE,TRUE,TRUE,NC
44300856,Pit Bull Terrier,Young,Female,Medium,TRUE,TRUE,TRUE,NC
44299700,Shepherd,Young,Female,Medium,NA,NA,NA,NC
44293744,Labrador Retriever,Adult,Male,Medium,FALSE,NA,TRUE,NC
44293133,Dachshund,Adult,Male,Small,NA,TRUE,NA,NC
44293053,Australian Kelpie,Adult,Male,Medium,NA,TRUE,NA,NC
44290549,Schnauzer,Adult,Male,Small,FALSE,TRUE,NA,NC
44286906,Dachshund,Senior,Female,Small,TRUE,TRUE,NA,SC
44285824,Husky,Adult,Male,Medium,FALSE,FALSE,FALSE,NC
44282379,Pit Bull Terrier,Adult,Female,Medium,NA,TRUE,NA,NC
44275393,Cattle Dog,Adult,Female,Large,NA,NA,NA,NC
44265611,Catahoula Leopard Dog,Adult,Female,Medium,NA,NA,NA,NC
44265322,Rat Terrier,Senior,Female,Small,NA,TRUE,NA,NC
44264481,Siberian Husky,Young,Female,Medium,TRUE,TRUE,FALSE,NC
44264482,Siberian Husky,Young,Male,Medium,TRUE,TRUE,NA,NC
44264483,Siberian Husky,Young,Male,Medium,NA,NA,FALSE,NC
44264479,Siberian Husky,Baby,Female,Medium,TRUE,TRUE,FALSE,NC
44264480,Siberian Husky,Adult,Female,Medium,TRUE,TRUE,FALSE,NC
44257260,Labrador Retriever,Young,Male,Medium,TRUE,TRUE,FALSE,SC
44254036,Boxer,Adult,Female,Medium,TRUE,TRUE,TRUE,NC
44253755,Basset Hound,Adult,Male,Medium,TRUE,TRUE,NA,NC
44249988,Hound,Adult,Female,Medium,TRUE,TRUE,NA,NC
44246340,Hound,Adult,Female,Medium,NA,TRUE,NA,NC
44240980,Boxer,Young,Male,Medium,FALSE,NA,NA,NC
44240981,German Shepherd Dog,Young,Male,Large,NA,TRUE,NA,NC
44239787,Golden Retriever,Young,Male,Large,NA,NA,NA,NC
44238341,Chihuahua,Baby,Male,Small,NA,TRUE,TRUE,SC
44232643,Labrador Retriever,Adult,Female,Medium,TRUE,FALSE,FALSE,SC
44232517,Spaniel,Young,Female,Medium,TRUE,TRUE,NA,NC
44230168,Terrier,Senior,Male,Large,NA,TRUE,NA,NC
44228187,Hound,Young,Female,Medium,TRUE,TRUE,TRUE,NC
44222951,Labrador Retriever,Adult,Male,Medium,NA,TRUE,NA,SC
44218214,Cocker Spaniel,Baby,Male,Medium,TRUE,TRUE,NA,NC
44214719,Beagle,Adult,Female,Small,TRUE,TRUE,TRUE,NC
44213611,Shepherd,Adult,Female,Medium,NA,NA,NA,NC
44213289,Labrador Retriever,Adult,Female,Medium,NA,NA,NA,NC
44213209,Boxer,Young,Female,Medium,NA,NA,NA,NC
44211954,Boxer,Young,Male,Large,TRUE,TRUE,NA,NC
44185218,Pit Bull Terrier,Adult,Male,Medium,NA,NA,NA,NC
